record_id,source,author,title,text,url,lang,created_at_utc,collected_at_utc,engagement,sweep_id,sweep_mode,arc,scope,event_name,event_sport,event_date,text_full,dt_ist,hour_ist,date_ist,kind,is_hindi,pred_sentiment,pred_topic,prob_sentiment_Negative,prob_sentiment_Neutral,prob_sentiment_Positive,prob_topic_Account_Security,prob_topic_Community_Discussion,prob_topic_Feature_Feedback,prob_topic_Technical_Issues
gnews:46e4a372daae5463,gnews,facebook.com,"Tuesday could be India's biggest day yet, with several medal events lined up!! 🇮🇳🏅 Check the Day 3 schedule for India at Asian Games 2026. 👇 - facebook.com","Tuesday could be India's biggest day yet, with several medal events lined up!! 🇮🇳🏅 Check the Day 3 schedule for India at Asian Games 2026. 👇 &nbsp;&nbsp; facebook.com",https://news.google.com/rss/articles/CBMi0wFBVV95cUxPRUpmdXRHbHNZT2tubm02TFcxUEpDeWc4ZU9OM1hJMmhud0JlNjFQamNySk54V08tLTllbFBGQWxuSjBDWlNndHhPczFMWEY0cm4xUUVMc185VGVfRElrRFVGZ2VLVEh2aEowMFY0aGx4aXdkVmpXbDIwczRZMl9IeUotUjNhdUlFYVFDRlRNbXRRV2RHR0VFOTVCeGhpQ09PZWlPSEgtUDlEM1RwSnlGdHdiRHNMM2hLdkRZaFl5d1NxRG9VXzlQazBoQWdyQ3BucFlz?oc=5,,2026-09-21T21:00:36Z,2026-09-22T02:38:08Z,{},20260922T023720Z,live,live,india,,,,"Tuesday could be India's biggest day yet, with several medal events lined up!! 🇮🇳🏅 Check the Day 3 schedule for India at Asian Games 2026. 👇 - facebook.com. Tuesday could be India's biggest day yet, with several medal events lined up!! 🇮🇳🏅 Check the Day 3 schedule for India at Asian Games 2026. 👇 &nbsp;&nbsp; facebook.com",2026-09-22 02:30:36+05:30,2026-09-22 02:00:00+05:30,2026-09-22,news,False,Neutral,Community_Discussion,0.204,0.6237,0.1723,0.0008,0.8177,0.0096,0.1719
gnews:9aa3d444bef759cc,gnews,The Times of India,Savita becomes India’s most-capped woman player as hockey team crush Indonesia 17-1 - The Times of India,Savita becomes India’s most-capped woman player as hockey team crush Indonesia 17-1 &nbsp;&nbsp; The Times of India,https://news.google.com/rss/articles/CBMi_AFBVV95cUxPVDhzRFZ2RlFnMF9nYnVHVHkxUllqSFZPaHh6Ukg3Yk1KcXJiY1VyekphX24yYzJhUzlSZ0VsNms4QURCazV6M2tsU0QxVTFBVmxDcl9pejdpV3dubFVOOElMcGlmS2NEMzRtXzZaU0JfVHhkb19mdU9VdlQtX2F4cVRRN3hxV2Fra0wxbXFOelpsd1BKRmhGX1pqRXNEUnZDdnFMOWlQTGFTT2dKN2Y5VEhLakpmVFF0TkxDU3NDV0wzaENBMHZmcDV0ZkY3andZOUNPREREbENqWC1kdUROQTJOR09mZy02WDE1c2FDVUtxeG9JSDBVa0k3cHbSAYICQVVfeXFMTjFlQ2lGbUwzbEc5T1NJRmRDLThPbUk2ZHI4Tk5EV2JGc3BlNC0xNDh6YnJudVI4Mi1HOXFPb0pRdTB4NkIxeWFaQjlqenpMbGV1amVBVzhEVUVDVjhIRkFXcGFnTTZDcThBckJOZDFJQUpzeFNzbU44Wk16NllJeHdYTUFtWXNpZGhjc2Q2Vnd3VDlOM2IzSUJqNlJvZW5Ga1Y3TzdTYzBPSjJOQUdlOWxFUnhQV0YteWZnQmpIaEt5Tm80TU9fYkZJZXNWNTRYa2tPTjdGRW1uOFhpRHJBbHZ3aEp1anlqNi1ubFVXVDNIOENOYlNHRE5ndTdiNHM5eXhB?oc=5,,2026-09-22T02:14:00Z,2026-09-22T02:38:08Z,{},20260922T023720Z,live,live,india,,,,Savita becomes India’s most-capped woman player as hockey team crush Indonesia 17-1 - The Times of India. Savita becomes India’s most-capped woman player as hockey team crush Indonesia 17-1 &nbsp;&nbsp; The Times of India,2026-09-22 07:44:00+05:30,2026-09-22 07:00:00+05:30,2026-09-22,news,False,Neutral,Community_Discussion,0.2976,0.3966,0.3059,0.0009,0.6764,0.017,0.3056
gnews:1753c8c3a09d5fc5,gnews,The Times of India,Asian Games chaos! Typhoon Dujuan disrupts equestrian event; India’s three-day schedule cut short - The Times of India,Asian Games chaos! Typhoon Dujuan disrupts equestrian event; India’s three-day schedule cut short &nbsp;&nbsp; The Times of India,https://news.google.com/rss/articles/CBMijAJBVV95cUxNVHpHVlFkSmFmNG1nWjhfbVQtZ0NfUG5JMmx5THktMUVwb0FIM1E3X0p0OUg0a3UzSnpILWpHZVVVMkk2eVFGZWRVSUEwTGFUdmhYYkpKSVF5WnpGZloxS09tc0dGTzZMY0xNU09ELWpYcFlueFV2T3puSFpSVVlIOHVQaEszQlBkMnVfVk5ndDhyNHktTWROVWxHWEZjeS1tZF8zUGJrc0VyY18tblZ4NVU0Q3BLaVdkZXVqTzQ5eGR0Vm53UF9FcElnb1pGT1RpeXJmRnY5cDhfSExXQVA0Q3pHbi14LWlJOVFDd29OUXFMMGptM3hicV9mWVBpODZoaFYtMG84XzdUOF9t0gGSAkFVX3lxTE5pMHI0YjJFSGZiM0J2NFJtV3hveGZlS1dDbHRILTRyeXh4N0lHS2drRkFhRXotcEZTWGRsak54ZW1XNEpOOWF5QnNjTi1vN1BXT1dEYXdJb0JMYUkyUFNOTkhpaldBVFBGOWJObmFCOEIyaEN2UThhZF9uV2lmcUFLczNhUkF3S3FHS2FDVjlzT1JaR21QMXc5blVLYW5pMDZmbVY2RFFtaHNycWxYdlVLQTl3bE9RaFdVeFdKMjdUYm9Zbk9sN1ZzaGQ3M2tTVFByRnpOeHdfb2V6N0s5SDgwRkJLaGNmTFpFNmZ6d2tRRjRWLWtySGJNV3VFZ2dqUkdIeExmNGpDV3N1M1Nlc0toemc?oc=5,,2026-09-22T00:50:00Z,2026-09-22T02:38:08Z,{},20260922T023720Z,live,live,india,,,,Asian Games chaos! Typhoon Dujuan disrupts equestrian event; India’s three-day schedule cut short - The Times of India. Asian Games chaos! Typhoon Dujuan disrupts equestrian event; India’s three-day schedule cut short &nbsp;&nbsp; The Times of India,2026-09-22 06:20:00+05:30,2026-09-22 06:00:00+05:30,2026-09-22,news,False,Negative,Community_Discussion,0.4351,0.4287,0.1362,0.001,0.8953,0.0449,0.0587
gnews:d17bd12578cd55b4,gnews,DD India,"Asian Games: India add four medals on Day 2, Suchika Tariyal scripts MMA history - DD India","Asian Games: India add four medals on Day 2, Suchika Tariyal scripts MMA history &nbsp;&nbsp; DD India",https://news.google.com/rss/articles/CBMirgFBVV95cUxQSlpUNnBGNEpkSGh6OHNmbVNZZ1o1RHpkaEYwdVNINmV0RzZsbU15eEVqTzZFN2s3bDRnbVQ3UHA4YmRBUTZSMndGcGl3RjRRdmpJdVBfV2QyaXEtd0xoaFc3WUZuMEt3SE9ta0FPRVUtTUZHWWR5RWpPbldPRnh3Z3NzYXVWcEVOV09jOGtUdGlrcU1XQXJqelI2bDVrX0lJZVhPeVpuUTRhWkRxcWc?oc=5,,2026-09-21T19:30:00Z,2026-09-22T02:38:08Z,{},20260922T023720Z,live,live,india,,,,"Asian Games: India add four medals on Day 2, Suchika Tariyal scripts MMA history - DD India. Asian Games: India add four medals on Day 2, Suchika Tariyal scripts MMA history &nbsp;&nbsp; DD India",2026-09-22 01:00:00+05:30,2026-09-22 01:00:00+05:30,2026-09-22,news,False,Neutral,Community_Discussion,0.2627,0.4072,0.33,0.0008,0.8969,0.0881,0.0142
gnews:af10c413377c5d32,gnews,Indian Sports Home,SRY Gene test mandatory for Indian track & field athletics from 2027 - Indian Sports Home,SRY Gene test mandatory for Indian track & field athletics from 2027 &nbsp;&nbsp; Indian Sports Home,https://news.google.com/rss/articles/CBMigAFBVV95cUxQa1Y3cEVnejVVWi1WNTdQekIwN1BQODhCMkwybXJpNUZQUDRnaG9GaHIzbDB3emtRNXRDM2U3MjVqSmp1MkFzb1hNd19UUEJHeTR5aFNBb1R5NzRFdGxpdHFXRnVaYllIZWoySWx3a1E4Yi1Jc0d1ZngyZWNuOFNwWNIBgAFBVV95cUxQa1Y3cEVnejVVWi1WNTdQekIwN1BQODhCMkwybXJpNUZQUDRnaG9GaHIzbDB3emtRNXRDM2U3MjVqSmp1MkFzb1hNd19UUEJHeTR5aFNBb1R5NzRFdGxpdHFXRnVaYllIZWoySWx3a1E4Yi1Jc0d1ZngyZWNuOFNwWA?oc=5,,2026-09-22T00:11:17Z,2026-09-22T02:38:10Z,{},20260922T023720Z,live,live,india,,,,SRY Gene test mandatory for Indian track & field athletics from 2027 - Indian Sports Home. SRY Gene test mandatory for Indian track & field athletics from 2027 &nbsp;&nbsp; Indian Sports Home,2026-09-22 05:41:17+05:30,2026-09-22 05:00:00+05:30,2026-09-22,news,False,Neutral,Community_Discussion,0.1719,0.4942,0.3339,0.0082,0.9315,0.0294,0.0309
gnews:20a18e5c5c685b98,gnews,PIB,Thirteen SAI CRC Bhopal Athletes Represent India at the 20th Asian Games Aichi-Nagoya 2026 - PIB,Thirteen SAI CRC Bhopal Athletes Represent India at the 20th Asian Games Aichi-Nagoya 2026 &nbsp;&nbsp; PIB,https://news.google.com/rss/articles/CBMiaEFVX3lxTE92enFOQ3otTnEtZm1FeVh3c0VocTR4NVVqVkJaNURGT01IcmVkNTV1WVVSQUhVZEZsWWhpQjFLLTA2ZGVFcDZBSXYzZXhiVERBYmxHQ1VyVXJEVzdoQ0gyRjBRRkFvbDIz?oc=5,,2026-09-21T07:08:00Z,2026-09-22T02:38:10Z,{},20260922T023720Z,live,live,india,,,,Thirteen SAI CRC Bhopal Athletes Represent India at the 20th Asian Games Aichi-Nagoya 2026 - PIB. Thirteen SAI CRC Bhopal Athletes Represent India at the 20th Asian Games Aichi-Nagoya 2026 &nbsp;&nbsp; PIB,2026-09-21 12:38:00+05:30,2026-09-21 12:00:00+05:30,2026-09-21,news,False,Neutral,Community_Discussion,0.2636,0.5745,0.1619,0.0053,0.9623,0.02,0.0125
gnews:c59c429a6ad557ef,gnews,The Economic Times,Indian kabaddi teams begin title defence with thumping wins in Asian Games - The Economic Times,Indian kabaddi teams begin title defence with thumping wins in Asian Games &nbsp;&nbsp; The Economic Times,https://news.google.com/rss/articles/CBMi6AFBVV95cUxPSTJUOHN1eFh0dnIyT20yNEJRWmxJeGQxTlpQaEd5a3NSeUNSLVhMVTJXRnFmNlM2VWZNTVV5TElqUFY2VFFYWkhSM3RjeDgtSzVSVVRIYWxwY0xHQkRrUHdnSUNKMm93NFhGWTNMYTE0SHVTeVZOYlBWMTRQSzBQUUdTemRxWERnVFB0UnFuOS1kbG1ZVWsySFBPZjVvbTNhbF9pQ21hZHl4MHdoZ2pLbTB1UjNFTV9HOHFKaGZzTkp2RTMzM3JocnlmWUFkb29FSWowSzlEUXhxSXpDM1lrZldJZU9GeDRO0gHuAUFVX3lxTE8yeU0wMUdPWGVob09YeFZ5anhLS19KR25PdlB1ZmZzUjFyN0RMUU5YZmRNcEZoNjIzZlpQczVFeGtEU0N2c29RUzN0UGp3RWkxX29mVjdKTEh2Rmo3MU9RX3kwNFBjR0JWRlNpRGduTXJUNHUycU9GSkgtc3J1T1kxN2xsQWJGN3JTT25ZOHlsUm4wRUNLR1hTeS1PenI4SmhnRlgzSG92QnJkN3lLeXkzaFU3QjN0Wmt1WnZwU2lKeU9QbFM0NnRyczMwSVRjekpIWEdpNlBxa0NNdzVoczhBc1NjNzBwSHRqVFl1ZlE?oc=5,,2026-09-21T13:18:15Z,2026-09-22T02:38:10Z,{},20260922T023720Z,live,live,india,,,,Indian kabaddi teams begin title defence with thumping wins in Asian Games - The Economic Times. Indian kabaddi teams begin title defence with thumping wins in Asian Games &nbsp;&nbsp; The Economic Times,2026-09-21 18:48:15+05:30,2026-09-21 18:00:00+05:30,2026-09-21,news,False,Neutral,Community_Discussion,0.295,0.4417,0.2633,0.001,0.9476,0.0397,0.0117
gnews:be1517248cf655ea,gnews,Daily Excelsior,"Asian Games Day 2: Himangshu, Rudrankksh, Suchika shine as India’s gold wait continues - Daily Excelsior","Asian Games Day 2: Himangshu, Rudrankksh, Suchika shine as India’s gold wait continues &nbsp;&nbsp; Daily Excelsior",https://news.google.com/rss/articles/CBMitAFBVV95cUxOZWxHazl2NEtiTHpHOXBiZGw2aXVaZ1dUVFBKa1dDSVhHMExBa2ExWm9TbzhLZm1DLVMwUmU0azBFajFrN1dnT2JraDM0ampFNWx2S3ExRDJmUDZYTEFvY3Y3UVMxcUZtbWlya2VSdnp3VXVEYURKQ2Z5Nnc4TUg3Y1pVcUUwd3BhcXFjMHhnS1ZkMTcyRm10VmpuaWgzTXBxeVFWZ21HTHUyLVpxeGdIN1pnTnrSAbgBQVVfeXFMUGF6LXpCYUs4SmF0cW5SSDF1UnFWUjVwaC1MQWtvT1Fld0RWVmkwblMxdmh1SFJxSG9acE05VzNGYkpNVWd4QXZwUWxJeU9jY3RxRDZGLTB5YS00TGx2YWE5eXR4eFY2N0RoVTRVbnplb05FWlhqSDhCTjZvc05aRDU1bFQzTXFWTEZDcmpERmk0aGNuR0w3eUNadm5RVUZfUzNqV0lPQlFxRjlrYVNkZGVKQm9BSDBKVA?oc=5,,2026-09-21T23:00:26Z,2026-09-22T02:38:12Z,{},20260922T023720Z,live,live,india,,,,"Asian Games Day 2: Himangshu, Rudrankksh, Suchika shine as India’s gold wait continues - Daily Excelsior. Asian Games Day 2: Himangshu, Rudrankksh, Suchika shine as India’s gold wait continues &nbsp;&nbsp; Daily Excelsior",2026-09-22 04:30:26+05:30,2026-09-22 04:00:00+05:30,2026-09-22,news,False,Negative,Community_Discussion,0.4342,0.3203,0.2456,0.0019,0.9665,0.0293,0.0022
gnews:168906755b5f5e23,gnews,Sportstar,"Asian Games 2026 Highlights, Day 3: India bags four medals; hockey, kabaddi teams win, table tennis sides sweep Pakistan— Scores and news - Sportstar","Asian Games 2026 Highlights, Day 3: India bags four medals; hockey, kabaddi teams win, table tennis sides sweep Pakistan— Scores and news &nbsp;&nbsp; Sportstar",https://news.google.com/rss/articles/CBMizgFBVV95cUxObkQ5aDBvYV9uZy1uU0VDT2tGU3JwUHBuLXhLSXNod3d4eDctTlVRWG5PNlc0cTB5Q1dYT0FUVGlTeVMtbEF3bVM1X2dvSy10WXRWU2JvcGNzYk5PR1ZKSEFtZG5kMDRuSHZ1LWRFcnB5bG01T3dTeHlxZnF2MmZXX1BnaEtjaWl2ZFRkdWhycEp4U3otUWVnMWRzRTBtamxtOTY1a0hmTGJ3ZDNOXzJJTGotVE5aLTlUUmlLaWExYjhER1pnczhJYk94U2p6d9IB1AFBVV95cUxOOTdna3dJSUI3V0ZBQjZMR3hxVi0tUGR4VDBJV2ZaQmYwVW9nQUtXbDlHRExPYU9ZTXhvbGVZbGQ0TDlFN05tNnFNd2E4SHhjcTc2eGZ4OW5DemxmTUNZVUVUT1ZfMUhQcjgzdGlNbmVsQWlzdUdxV3JKcUdodWhTcjBnUWs2SlZpS1VTc1A4U3lsWXFETmZuUDItQjhrTHpyQ2J6YTI4NWNXd1Y4ZGNmbmJHZTJIQjk5Nm9ZUUxNX3BYTll2V3hHME51N3F4LTBoRlItSw?oc=5,,2026-09-21T13:48:08Z,2026-09-22T02:38:14Z,{},20260922T023720Z,live,live,india,,,,"Asian Games 2026 Highlights, Day 3: India bags four medals; hockey, kabaddi teams win, table tennis sides sweep Pakistan— Scores and news - Sportstar. Asian Games 2026 Highlights, Day 3: India bags four medals; hockey, kabaddi teams win, table tennis sides sweep Pakistan— Scores and news &nbsp;&nbsp; Sportstar",2026-09-21 19:18:08+05:30,2026-09-21 19:00:00+05:30,2026-09-21,news,False,Positive,Community_Discussion,0.2105,0.3468,0.4427,0.0008,0.9778,0.0187,0.0027
gnews:f38810e070c65429,gnews,News18,Asian Games 2026 Live Updates Today: A Packed Day For India As Women's Cricket Team Eyes Gold - News18,Asian Games 2026 Live Updates Today: A Packed Day For India As Women's Cricket Team Eyes Gold &nbsp;&nbsp; News18,https://news.google.com/rss/articles/CBMiswJBVV95cUxQUnR3X2NkSDdVWFpsc3RVT2NUMGQ3dVo4NENmbFdBUHpzeXNLRE5lN3hyOU9YVmdPTkFYSjNvd2RWeGN1SUtCcHgwcGhqc1BnVFB2dUlpOWg1RkVxZ3pPUGhJUEw5eC12VmlIejZ1WEtaZEFFcWg5THYyNHhIeE5QejBZc0p4S0ZuZWJCMGZ4bTI2Y0wtdzU2bEx0RGV1a25hZjJlZkFEZ0NMZ2JYV0FOZ29faDQxOFpTOGc0ejVCZ3hPdDNVTXltbl92S3VYeFotNlBwbTMxT0VvYUpfREhlNUd1Zm91eW55TDlQbTNndjlDQ3YxQWdNVjh6YWR2bVhCdmRuNlhkbGZDOEcweXlmWlc1RFJrNFVkTnplU09EUE52TzVoaEJfdUM4R0Z2MzU2Vi000gGzAkFVX3lxTFBSdHdfY2RIN1VYWmxzdFVPY1QwZDd1Wjg0Q2ZsV0FQenN5c0tETmU3eHI5T1hWZ09OQVhKM293ZFZ4Y3VJS0JweDBwaGpzUGdUUHZ1SWk5aDVGRXFnek9QaElQTDl4LXZWaUh6NnVYS1pkQUVxaDlMdjI0eEh4TlB6MFlzSnhLRm5lYkIwZnhtMjZjTC13NTZsTHREZXVrbmFmMmVmQURnQ0xnYlhXQU5nb19oNDE4WlM4ZzR6NUJneE90M1VNeW1uX3ZLdVh4Wi02UHBtMzFPRW9hSl9ESGU1R3Vmb3V5bnlMOVBtM2d2OUNDdjFBZ01WOHphZHZtWEJ2ZG42WGRsZkM4RzB5eWZaVzVEUms0VWROemVTT0RQTnZPNWhoQl91QzhHRnYzNTZWLTQ?oc=5,,2026-09-21T23:23:37Z,2026-09-22T02:38:14Z,{},20260922T023720Z,live,live,india,,,,Asian Games 2026 Live Updates Today: A Packed Day For India As Women's Cricket Team Eyes Gold - News18. Asian Games 2026 Live Updates Today: A Packed Day For India As Women's Cricket Team Eyes Gold &nbsp;&nbsp; News18,2026-09-22 04:53:37+05:30,2026-09-22 04:00:00+05:30,2026-09-22,news,False,Neutral,Technical_Issues,0.2971,0.4122,0.2907,0.0004,0.0165,0.0498,0.9334
gnews:86c5dcf22cf4530d,gnews,NDTV Sports,"Asian Games 2026: Indian Women's Table Tennis Team Blanks Pakistan, Reaches Quarterfinals - NDTV Sports","Asian Games 2026: Indian Women's Table Tennis Team Blanks Pakistan, Reaches Quarterfinals &nbsp;&nbsp; NDTV Sports",https://news.google.com/rss/articles/CBMi0gFBVV95cUxPbENuR3c2b0Q4b2M5cFhXckNmUzF0VHVDSHlWLWtBd3BiMmREMUxKZTRmWUEwVHMtVUUyR1ZSVDBISWJDU0RQWVY1dDh4TENqWEduYXpLWllBaUhGUDY1QTllVktZeWdWZTZyLTREcURGUTdaeTdZcGlRdzNUZ0dJMURoVGNxSmNGeHZERTQ1azMyUFhMRGJmNkxkWGdGZlFOc0hUWmRfUnlHcVRZbGRvNlJDcGFieVFiMmQydkYzWmoxOXYwZFBRU1lGZGhLSFBMdkE?oc=5,,2026-09-21T02:17:48Z,2026-09-22T02:38:14Z,{},20260922T023720Z,live,live,india,,,,"Asian Games 2026: Indian Women's Table Tennis Team Blanks Pakistan, Reaches Quarterfinals - NDTV Sports. Asian Games 2026: Indian Women's Table Tennis Team Blanks Pakistan, Reaches Quarterfinals &nbsp;&nbsp; NDTV Sports",2026-09-21 07:47:48+05:30,2026-09-21 07:00:00+05:30,2026-09-21,news,False,Neutral,Community_Discussion,0.3062,0.4014,0.2924,0.0014,0.9141,0.0641,0.0204
gnews:e7840d6e03675699,gnews,Rediff,"Asian Games: Suchika Makes History, Assures India MMA Medal - Rediff","Asian Games: Suchika Makes History, Assures India MMA Medal &nbsp;&nbsp; Rediff",https://news.google.com/rss/articles/CBMirAFBVV95cUxNTko5bTdLLWcxbTdwU1dRMHNmcWNyUWlzMENWS05WUTNJVFNvWnZlXzItT3U5aGlUZGg0OEZ5VXFVS29qV2VFVlJTU0d2VjIzelVuMjZmaUwwZU5aR2Q0SDdnWEtmUHpFbE16QzMyVVJFUmRvRXFvRkhGSC1vbzBPQU1YcXNld3VCb3U5SWFrbndKZkR1UERsSnNjS0JRVnktY0RzaGNpUDR1UmY00gGvAUFVX3lxTE5ORTZSb01jRU5wZWd6U3YzcmpMN3F4aWhaTUVsRW4zMzdrM29vaGtGRXdVZnVvZEtDeFZFQm1EcG9EREg0eFU5bHdneEpkOUduUjVuQVhESUpBcnd3VDVwLU53aTNMU2VDWG5qc3YxX3JnYXU0ajZ2NF9YZUtJZVRoSVM3SzV3dmJYU0hYMV9TQW9zaXlhVTJ6dnVjX3FHRk1WRDZscDBrdi12Ymh1d0E?oc=5,,2026-09-20T03:46:32Z,2026-09-22T02:38:16Z,{},20260922T023720Z,live,live,india,,,,"Asian Games: Suchika Makes History, Assures India MMA Medal - Rediff. Asian Games: Suchika Makes History, Assures India MMA Medal &nbsp;&nbsp; Rediff",2026-09-20 09:16:32+05:30,2026-09-20 09:00:00+05:30,2026-09-20,news,False,Neutral,Community_Discussion,0.3707,0.3829,0.2464,0.0019,0.8972,0.0886,0.0123
gnews:387dbbb59b0a55b8,gnews,Sportstar,"Asian Games 2026 Day 4, Live Updates: India's Parth-Elavenil qualify for 10m air rifle mixed team final, Sindhu loses to Yamaguchi in team quarterfinals — Scores and news - Sportstar","Asian Games 2026 Day 4, Live Updates: India's Parth-Elavenil qualify for 10m air rifle mixed team final, Sindhu loses to Yamaguchi in team quarterfinals — Scores and news &nbsp;&nbsp; Sportstar",https://news.google.com/rss/articles/CBMizwFBVV95cUxOTG00UGRoSlByRGd1ZFhEOWxiNlFLQzlYMnN0QWJhNFVGUWJOMXl1NTBEdjh6bG1ySVZfZDBOQWtvV0lXX2c2bklDREI2Y0MxMnVrZjZ2TFRkSndSVXAxeTc0c1dGOUxaSDBieExDVHg1d0RkZ1p3bS1pcFUxNnExc1VPaFJaeDNEUzBQeGVxOVRyVF96NWhibW5NdDdsNTlmOXA0SHVGQnltWlZGUWgwZUZqbXB5V0pXaUdKTFBIUlNETjd1SThBQUJ0MFViZFXSAdYBQVVfeXFMTnpsMmpQWDl5aXBlU09Dd2RJcnByeXRiVTROS21sX0k3MG4wQnBPel90NzJLSkl3Y0F5d1UzamZjYUxBY0Jjdm1hc3RfR0k0eUJlNEdXQ195Yjg4b3llYUlSLTFlOVJxVXZhTnVJelZ1REl2b045WXVHdlpiSFZTdzJCZUNjZ1dUTDBKR0kxVkVPckFsbE9BY2doNEJrMHlVT3NILW54WGZpdXp4cU13Zy1TZlMyYlI5SEVfdUp5T2N2UmN0bmM2ZEpUUXZENkRSRXY2U3IxUQ?oc=5,,2026-09-22T01:32:53Z,2026-09-22T02:38:18Z,{},20260922T023720Z,live,live,india,,,,"Asian Games 2026 Day 4, Live Updates: India's Parth-Elavenil qualify for 10m air rifle mixed team final, Sindhu loses to Yamaguchi in team quarterfinals — Scores and news - Sportstar. Asian Games 2026 Day 4, Live Updates: India's Parth-Elavenil qualify for 10m air rifle mixed team final, Sindhu loses to Yamaguchi in team quarterfinals — Scores and news &nbsp;&nbsp; Sportstar",2026-09-22 07:02:53+05:30,2026-09-22 07:00:00+05:30,2026-09-22,news,False,Neutral,Technical_Issues,0.1746,0.5532,0.2722,0.0009,0.1893,0.0179,0.7919
gnews:20972a1e5f51598e,gnews,Mathrubhumi English,Aichi-Nagoya Games: A bagful of medals is India’s expectation - Mathrubhumi English,Aichi-Nagoya Games: A bagful of medals is India’s expectation &nbsp;&nbsp; Mathrubhumi English,https://news.google.com/rss/articles/CBMiswFBVV95cUxOMUlFNm5ab2pWQ01pLVVpTHlsVEQyUkdYRno4SEwyc1lnRGZSMGUwNlEzQWZQMzltUEtfSWZkdklfUDFtdXppemZOTmpWVHZZeXZ5RWstODM3OWR3c1g4ZTJERzRSYUdxMDlnYjViSDMwZ2EycV9YQzYzbXE5SHZVWllCeWhBak9NaGJreDdlRXdrajN5Tm1hM2ptdGktaU1ONTFtQ0hCUG5IQ0FrSXdMbVZSa9IBuAFBVV95cUxNRDEybVI1X09hbV9pUUJsR2tvSmY3Rjk5QzJCRGNnd0tod3cxM29KbENOdThjaEE5eEEwcDBzNV9RdGlwRHZSUUdUbHJqZkkyVHNJdl9oYTA5N2ZLbkZYNzRJLW4zaUIwc25BaGJDaTJidmJhNFhOVU9xQXlkZWtROXFxNjA3VTRuLWllV3M1TWJrX3pnMS1tNVgwbXVONWtFT19VZ0xUeU1YbVBwbHlZdUhCYzNieHpF?oc=5,,2026-09-22T02:00:00Z,2026-09-22T02:38:18Z,{},20260922T023720Z,live,live,india,,,,Aichi-Nagoya Games: A bagful of medals is India’s expectation - Mathrubhumi English. Aichi-Nagoya Games: A bagful of medals is India’s expectation &nbsp;&nbsp; Mathrubhumi English,2026-09-22 07:30:00+05:30,2026-09-22 07:00:00+05:30,2026-09-22,news,False,Negative,Community_Discussion,0.4307,0.3839,0.1854,0.0017,0.9865,0.0107,0.0011
gnews:0a76bde184295326,gnews,Asia News Network,Asian Games 2026: Suchika Tariyal creates history with India’s first MMA medal - Asia News Network,Asian Games 2026: Suchika Tariyal creates history with India’s first MMA medal &nbsp;&nbsp; Asia News Network,https://news.google.com/rss/articles/CBMipAFBVV95cUxPc1NCYWFBWjNFemp1RkFpQk02MmF4RmFIWko1empiY3VfVUZ0LVFkOVlzeWt6dlQ0dlhRbDVTM3FiQTlyY1ZsR0RwYldVQndXem9MdHFiMG8tY1F0QVoxekpTNzEycXNubG1EXzJJelJ5b25Tb1VrSmRvcC1ybGVGVDFGSUxDWklNR1dDeGEyV1JwRTFqQVZHNEwtRVczaFkzRXZhRw?oc=5,,2026-09-22T02:20:10Z,2026-09-22T02:38:18Z,{},20260922T023720Z,live,live,india,,,,Asian Games 2026: Suchika Tariyal creates history with India’s first MMA medal - Asia News Network. Asian Games 2026: Suchika Tariyal creates history with India’s first MMA medal &nbsp;&nbsp; Asia News Network,2026-09-22 07:50:10+05:30,2026-09-22 07:00:00+05:30,2026-09-22,news,False,Neutral,Community_Discussion,0.2659,0.5342,0.1999,0.0011,0.8828,0.0756,0.0405
