record_id,source,author,title,text,url,lang,created_at_utc,collected_at_utc,arc,scope,engagement_reblogs,engagement_favourites,engagement_replies,engagement_points,engagement_comments,sweep_id,sweep_mode
gnews:2303ef65ee4b52ed,gnews,Navbharat Times,"Asian Games 2026: भारतीय महिला हॉकी टीम का ऐतिहासिक तांडव! उज्बेकिस्तान को 19-0 से रौंदा, दीपिका ने अकेले दागे 8 गोल - Navbharat Times","Asian Games 2026: भारतीय महिला हॉकी टीम का ऐतिहासिक तांडव! उज्बेकिस्तान को 19-0 से रौंदा, दीपिका ने अकेले दागे 8 गोल &nbsp;&nbsp; Navbharat Times",https://news.google.com/rss/articles/CBMi_AFBVV95cUxPQWFxNTdYZDV0Um9KVXAtYjZ4WW1iX3FKdzZZdC1lX1ZTcm4xRmM2czhZclhGOWw0cHljeUFWbW12WXBHanBITThVLVNRNWFLZWxJQkFueHE4OWpVdml0VU1kX1FZYjNUX2VVckhvUFBPendVaEM3b1B1YTFyZVhWalZ5a1d3S3dMM1REY3RkWVJvOEROSjlMYklOQXBtTFNqdmc5NU5lWE1jV2w2dVU4TzEzM1g3bXBsTG5Yc3BpQldYTUNSbHhNZzVBQ0RLSGpDS2owUGQwX1JoTXBoeEV1OE83c20xZVp3Rml5WGx6dVpJOVZXbWE3R3BKMU_SAYICQVVfeXFMTzRkRVRrZmVOZVQtZVBST0FmRU42TlZya1pGeW9XSlg3WjlKUGlCaDZWbEp6dXBHMFRQb3N3T2FheUltOHhvY3h6bVo4NjB4TEVISjkycHlhNzl4eTdGV1duMFhhaEZ4cXVYc18tNlhhdUhmR0VUOFJZWmRHUjRuaG5uYlhlR0NMMTlmQnNNX1AyRGZ6NWs4enhua3Q4aWtqX0dJS0JZYzh2NW5aU2ZYU2xfdUR5YTFfNV9KM0xOMWtSSXFCTGJaalREd1kzNzNEemhnNVZFRXBUbHloVFh2dldvZEduRlpuWEg1R2Ftd0tIMkhPQWk3VzNFV2NmSERlMktn?oc=5,,2026-09-20T04:01:40Z,2026-09-20T12:57:13Z,live,india,,,,,,20260920T125631Z,live
gnews:0fc8db55953a5315,gnews,Hindustan,"शेफाली वर्मा ने एशिया गेम्स 2026 में ठोका ऐतिहासिक शतक, करियर में पहली बार किया ये कारनामा - Hindustan","शेफाली वर्मा ने एशिया गेम्स 2026 में ठोका ऐतिहासिक शतक, करियर में पहली बार किया ये कारनामा &nbsp;&nbsp; Hindustan",https://news.google.com/rss/articles/CBMiiAJBVV95cUxQYkptR3B5Q1ZFdkQ3YmlFdngtOWVQSEl5T204X3BiMXlTUmZPY2FTeGlUUzFPUEhxcmxWbVdJVXhhcy1oZUxiMEQ3VVZ1bmdvbEpuVFJpYVAwRGluenJtNjc0UHM3RXM5Q1N1c3RrZXBiQnpoZG5ZdGZ4SkNaUjJhaFVIOFBveFlaTUg4OEZ2SXpRU2tENXhRUmxoM3lkcTdxdWNZYUN1Vlh4TGlycFdUTVp1VnJaOXB5OFFWMUR2NHhHbGc3U3kyaHBSUExTdzYzN1BqVFRiRDB6V2l3SEpEZThGOUFkVTczQ3NLU1J6cjlRYXdMNzdhdFZnMjRYTGxlZ3BWbTVqWjjSAY4CQVVfeXFMTjlZcTlTMy10OXh5ZE1uUFRPRnBrZFlxVk5seWVkSnpvVU9SLVFUQW9kU1NhekdJNXgtZm1OWFFlQ1Y4SjhTWmowb3hHZ1Nfdm5wVVJEUVI0QzRGdGl6eTFEd3BDaGFqajBOYWl0ZXZjY0NkYWZKOXZrUm4xOUtXck1HMlczdWFTSDlCb2Z4SmRLenpaN1ZvR3o3SGRKcE9DX3ctTEFqeWF1WFJCMFA3a3BOeEg2eFdJdWxwZHNoTzIxUS1pYjh3cHkxM1MzLVZYTkozcmRSMkM0ZXp0ZjllbzI4aHU5ZlRrLXA4Y05ERlNCR2tfWG4yaDZSVXVuLXlxZnRqangyTkZmVEdOV1ZB?oc=5,,2026-09-20T06:48:12Z,2026-09-20T12:57:13Z,live,india,,,,,,20260920T125631Z,live
gnews:191e3f81346c542f,gnews,Jansatta,"IND W vs BAN W: भारत ने बांग्लादेश को जीत के लिए दिया 196 रन का लक्ष्य, शैफाली वर्मा ने लगाया शतक - Jansatta","IND W vs BAN W: भारत ने बांग्लादेश को जीत के लिए दिया 196 रन का लक्ष्य, शैफाली वर्मा ने लगाया शतक &nbsp;&nbsp; Jansatta",https://news.google.com/rss/articles/CBMi5wFBVV95cUxPT3p4U2sxbEVIWHdVUUh0ZFJqRjhYOVk1eG1OTXhHc1NRZEcxcnZqc3pxUmlDS19YbTRVS0VRcXJhTE03Z1hUd3RXaFplcEZvSXpaZlRIbjJ4SzVCa3g0cklZSXZNN0ZiWmlMeEx3RDhoTmJ5clBBak9jaU5LYjVJN3dHSUF4TTV3Qk5nemVhRE9FWTBQeGx2ZlZFS3F2SEg4SHE2QWxEYjRfa3JkeGlTOUdqYzZFcjZPbjhnTTJ6bzJpVVdJRTRid1djTUxRRTRReGxfRVBuWW84OTlFdGNHN0FGOFBiVFXSAe4BQVVfeXFMTWFHOFlEZzlPaGc5MmJCYWk0N2theUhsOE1tdmN6dmVWRmVBUEswS3BpLUxHcWoxYV9FZFFaeHk0WFN4V2tHVk5iOTFRQkMtWW8zUFgwMzlwRFVMTWI3NzhtdjZ1VFRwUU5pM0QtTEN0NEdLamlHUzVqUGVMY3NTWWdLRS1FNUcydjBueUVzdzQwbENOaTM5eFZaQkxFeHFkcEVqVWRlOFRRZWljaS05alRWd0NDdlpOem1JRFRtUXdlNjNQTlZneDhhZ2kyZFNBLUtsSTZuQWlwTlg0VEJZZEl5LWNULVFtQTVGYV9yZw?oc=5,,2026-09-20T06:46:34Z,2026-09-20T12:57:13Z,live,india,,,,,,20260920T125631Z,live
gnews:8c77849528d95c07,gnews,ABP News,"भारतीय क्रिकेट टीम को लेकर हंगामा, Asian Games पर छिड़ा नया विवाद - ABP News","भारतीय क्रिकेट टीम को लेकर हंगामा, Asian Games पर छिड़ा नया विवाद &nbsp;&nbsp; ABP News",https://news.google.com/rss/articles/CBMi5AFBVV95cUxNekNMa2dUZ2xPM05YT0hJTHJEN2o5Ty1FSDJoU080TS01aXlRNzhWdVBKLXd1QXZ0TkdQZExvZWxRWkhKYXd4bDZzb0oxMWZodlhTTHF0NjI1SXJuTDBYbGFMMEttd2hMNFZneWRtSlZBMUdscGEtNWd4cXJMaFVGMGIxVTJ4NnU1UnJqajFOU0t2WXZqcVRjaEY0VjctRW5rd09uOVhGX0NUYUR6X2VBYVpuUXBhcUlfTGp6Y0NRVlhSUDllMWxMbHFVaWVRcElCZmY3Z3FwcE43U21iSXp3M3hBblXSAeoBQVVfeXFMT2JGb0VSUGFETGFDdlJrN29sOTBzS18yNVNUbzVsZ1UtZ0ZZS2U4T0JMRjhoSDNzbXdDR05pZkZiNVhfeG9hSHVMckhLS2VHd2xROVJaTUliV3pjQWFlVXU3cFY3UnZrRTFlM2hqSHhUMXdXTUR2aVdZYkROeElWaE9OVnJKaFJVanEyWVhCNXlVdU5XSlhTQWV0QkNaQS1INHUtRkFyalZyZE1zQmZoT0FCVGdac3o4Q1FjRkQxTkMwa2xxT190eU9YZ21DVy1objFiLWdWbUYzY3h1bWw4c09oTk5OdWd4SlZ3?oc=5,,2026-09-19T08:39:53Z,2026-09-20T12:57:13Z,retro,india,,,,,,20260920T125631Z,live
gnews:099e314ddcec54ef,gnews,Jansatta,"Asian Games 2026 LIVE Streaming: पाकिस्तान-श्रीलंका पहला सेमीफाइनल, कब, कहां और कैसे देखें मैच - Jansatta","Asian Games 2026 LIVE Streaming: पाकिस्तान-श्रीलंका पहला सेमीफाइनल, कब, कहां और कैसे देखें मैच &nbsp;&nbsp; Jansatta",https://news.google.com/rss/articles/CBMi-AFBVV95cUxPY1UzcmxpS0pjVzVKWm84OURoZjdlNlZjdW16Q0doeUlNU2FIcElCaGVOalVNalYtX2JReGViMUpsdHVuZVVBMTlnckRqdXhZd05fM0s1aGhSSVZvSmo1V0VDaENPY1VTdWNJczZ5T2NKTGlDRWRBRzN6MHhWOURZbDlvNnY3cG9ObkN5ZTZVUmx4NTB0LWdnQ0EzTEtqM3JudjdtMTZHWWJNLXRTUHZ2RmhKZi1uZFF5Y0pXbV9ESTgxalcwNHJyWFlNelgyeXctZXBFaG81cUpxTkNFNlViOFl3dFNlOEV3cWFiM3dicU0xNGNzbnhaetIB-AFBVV95cUxPY1UzcmxpS0pjVzVKWm84OURoZjdlNlZjdW16Q0doeUlNU2FIcElCaGVOalVNalYtX2JReGViMUpsdHVuZVVBMTlnckRqdXhZd05fM0s1aGhSSVZvSmo1V0VDaENPY1VTdWNJczZ5T2NKTGlDRWRBRzN6MHhWOURZbDlvNnY3cG9ObkN5ZTZVUmx4NTB0LWdnQ0EzTEtqM3JudjdtMTZHWWJNLXRTUHZ2RmhKZi1uZFF5Y0pXbV9ESTgxalcwNHJyWFlNelgyeXctZXBFaG81cUpxTkNFNlViOFl3dFNlOEV3cWFiM3dicU0xNGNzbnhaeg?oc=5,,2026-09-19T17:04:38Z,2026-09-20T12:57:13Z,retro,india,,,,,,20260920T125631Z,live
gnews:5ac8d8d377de5f84,gnews,Aaj Tak,"India Cricket Team Schedule : 3 महीने, करीब 30 मैच... अब इस साल कहां-कहां खेलेगी टीम इंड‍िया? - Aaj Tak","India Cricket Team Schedule : 3 महीने, करीब 30 मैच... अब इस साल कहां-कहां खेलेगी टीम इंड‍िया? &nbsp;&nbsp; Aaj Tak",https://news.google.com/rss/articles/CBMi2wFBVV95cUxNdTNvOHF1eEhVMVBjeDFVa3QzdkFsSXpxdkswOEhkaGNnUGk1eDE3cEV3OE1YQ1hUWm1lSXVvWTdZcExGaGo2WUEwRmdOZ0VnOE5hVXp3anNIOWlfWmJ3MFpibTlSUGNmUko0ejhpTll3UHNGVklyTURpcUJIZVFrR1RNVHBsZVBScXgyZTF3M01CeHhmNVpLdmJ5TGhWdVlRYXRDaDBwWS1SRml0OEN6RmxqTDd0ZFpmbUVCeGZneFpSVWhhaVFhbDFGdHJKRGR6WVJIa0k1MzZwN2vSAeABQVVfeXFMUHAtNnh6b0V6a2NfMjNSamF6SVg4eklNZldKZHNqbGNGWFJvQXBGckpOVGpRRmhSdDZxVWlLelNhUFlYOURmbkJsdFJVenkxSTBLcWI5MHJyWUxHc1hwVXVuTV85Z0dTZmlMcm4yNkdOMDI5dVd5MHhqb1Mtb3hQVTdNZF9iQ05Qb3BOT2s1YjlJNmxPSTRCRHg1UE4wb3dSQ0U4YWVRWUc4Y0gtNUVTdmlWNURKSmJWU0RSUVNVTkpPYkRaRUdEcTl4OXNpckRHY3pyenJoVXJpTmhVUFE2czI?oc=5,,2026-09-20T00:26:02Z,2026-09-20T12:57:13Z,live,india,,,,,,20260920T125631Z,live
gnews:08ec69b933b656a5,gnews,Jansatta,"Asian Games 2026: पाकिस्तान हारा, श्रीलंका फाइनल में, चमारी अट्टापट्टू का अर्धशतक; आयशा-शवाल की पारी बेकार - Jansatta","Asian Games 2026: पाकिस्तान हारा, श्रीलंका फाइनल में, चमारी अट्टापट्टू का अर्धशतक; आयशा-शवाल की पारी बेकार &nbsp;&nbsp; Jansatta",https://news.google.com/rss/articles/CBMigwJBVV95cUxNWmhleTJPdzFkQnVCbE5mWmplT3NPN25TanhYTzdYYWNhRExsVEZQRHZES2s1ZFFjR043Tzc2VXpsNTM0VGh6UmVHZ0JlUkxKZjYxSTBHendPSkppdURhTlJ0VlpCWktlLVB1dHhpUzBZMncwZjVzNVNJQ3NTdzFLWm5abjZLQmJ0ekwzTzhsUGxGVVJrZzlNZG96REQ0UWFaVllhd3k5eFZib3ZPbDMwNjNsSzFZeDJQWGJrbEcwNDdabUt3WmVwZFVkRDZUdUFFekpxUmR5VTJlRWEwMWVTZjVIRE0wcHRmS1NpM3ZHWVNMR3VDYUVkcWUyWUNGbFpXeTJR0gGKAkFVX3lxTE0ySzlaUC1ZaWIzWm9nNUZ1OFAwcG1QQnFxbGFaNkx1UjBSV2dmUDRQakRKbGptRFpIUC1mNHFOZm9kSVlHLW5sdXB1eklXYlkzUGJfUzN2Z282bWRsLV9HYmJOdGd4MkVDME5aZG41YTFBNlluVXBCNFFyUVFtY25XeUlsa2RjTGF5N3MxQmt3R0prcnpnejU5Yk5sU1l5UGF6enA3blFrcjVGamtoTTJLS0pkZ0JBUElOa2c4ejE3VGNhcFFMejA2dnQxZk9NdjMzclJlQzQ3R3lYdGNoT2IzakxsWlpLZXNDSVVpNWFsdURCY2RkMFdQYlA5TmNESVVQYmttYzY1WERR?oc=5,,2026-09-20T04:45:24Z,2026-09-20T12:57:13Z,live,india,,,,,,20260920T125631Z,live
gnews:32f8040b9fa95913,gnews,India TV Hindi,"शैफाली वर्मा ने तोड़ा स्मृति मंधाना का रिकॉर्ड, एक कैलेंडर ईयर में सबसे ज्यादा रन बनाने वाली बल्लेबाज बनी - India TV Hindi","शैफाली वर्मा ने तोड़ा स्मृति मंधाना का रिकॉर्ड, एक कैलेंडर ईयर में सबसे ज्यादा रन बनाने वाली बल्लेबाज बनी &nbsp;&nbsp; India TV Hindi",https://news.google.com/rss/articles/CBMi5AFBVV95cUxOQW84T055dm5pUWRFZDdzSjZUU2M3eEU2YWZMZ05rOVRrTTdzTWJTN0FwYTVULTlnaG1sNTNYZXMyV3RoTEhOVWhDYW5tZlRXaTRlTVRQX1dSYzQxZGxWckIwZUpNcU1qWW5DTFZHM2JQd2VBU0kwcWNtTTJQaEtQOVJiUjIzUEhCVWxFaTV2N3dPSmlhQmNjNVQ3YnVsbWo2TjItVGZDYS1hU1RiVFM4LTBaQmF6Y3JEYXFRZFYxeC1IZnZveEJIa3VwZVBIeHRxZnBlS21LLXNJOUg3NTZNUkMxdGrSAeoBQVVfeXFMT3lIVDVia3dpdmxjY1pIT0tzb1k1VTZzRGw5N29rTnl1UEpvYmJRMUpFRWN6WkJ3bVhQajF2ZEhheTJEbzRzM3ZNOU1wTDdYdGdKV1E0MEVUTzhrMFlLUTUxbGYxQUY5TjdFeEhBRDZESmVFRlZFOWtVVzVWX3dLWmF3Ri00OE5xU1NWZHZiLU1ibGhYSnEyYTNkRkxDbmROTG5McHowbmYzZVJfb1RfRWJQRzZBLXBtLTFMRm9fdEYzbUVFZjI2R3kyMEFyWVNidk5aOHFyOVYwWWNaZ2cwU1A4aWVGZDRvN2V3?oc=5,,2026-09-20T06:30:33Z,2026-09-20T12:57:13Z,live,india,,,,,,20260920T125631Z,live
gnews:1f714c2e53945f99,gnews,Jagran,"BCCI ने बदल दी एशियन गेम्स और जापान के खिलाफ ऐतिहासिक T20I मैच के लिए टीम, नए स्क्वाड का किया एलान - vipraj nigam replaces injured varun chakaravarthy for asian games 2026 and t20i match against japan nitish kumar reddy r - Jagran","BCCI ने बदल दी एशियन गेम्स और जापान के खिलाफ ऐतिहासिक T20I मैच के लिए टीम, नए स्क्वाड का किया एलान - vipraj nigam replaces injured varun chakaravarthy for asian games 2026 and t20i match against japan nitish kumar reddy r &nbsp;&nbsp; Jagran",https://news.google.com/rss/articles/CBMikAJBVV95cUxOSVdaalcwXy16Y2JybDMyQnRaQjVDTzY3bmg1ZEtCZlN3U29MSGNxcHFpVWVfN1R1TzA4VXhNVW5zeGtpUjgwZEVSZzJQcjQ4UmpwTklzSmZJYWN1YW1UeUU5WmFJZmViczd1czRsaF9WZ3h2MHNGTTBVQjBfTFd2VjRJa1Boby1CWE5WQm9JdVJyeFBhUm5SbzJyZDVfTVNpOW11SmJxYmpwZGdrRVZPVUN3MmFmT2h4blBHbE5ZUTZQVTBISmlJdGQwTzk1RVFYUS16dzZlWGlCN0EtTF9QYXljNWZhdUxZUXpHbUlsS0JvemxJeTF2QUsxQVpub2Q3akhad1MyblJxUE9KZUJubg?oc=5,,2026-09-16T16:10:00Z,2026-09-20T12:57:13Z,retro,india,,,,,,20260920T125631Z,live
gnews:f30257d3b8f15744,gnews,NDTV Sports,"एशियन गेम्स 2026: दीपिका ने रिकॉर्ड बुक की तहस-नहस, अकेले दागे 8 गोल, भारत ने उज्बेकिस्तान को 19-0 से रौंदकर रचा इतिहास - NDTV Sports","एशियन गेम्स 2026: दीपिका ने रिकॉर्ड बुक की तहस-नहस, अकेले दागे 8 गोल, भारत ने उज्बेकिस्तान को 19-0 से रौंदकर रचा इतिहास &nbsp;&nbsp; NDTV Sports",https://news.google.com/rss/articles/CBMi6gFBVV95cUxOazJGaVJPZFJhNHhybV9fYUVraXVYMXJQRE9tNWNjN1o3UjlZZDFuZVRhTzhqOW9RMDJkc1E2LUROWDM2Z1hMellqaXg2bmdLX0licVByZW1uZnIxUl80a0N6b1NZWVZrLWNERkxzektoN1drdF81MGd5Y2tzVDNaWGh5eF9OY1I2NlZSOWNiR3ZtbVNSbGJXLW9zNTRBdDRYSGFvM2VzTFhaN1lPODRfaGMtYnJSVUVqNkV1OEF3MkZtRHhsVVRaNHZZVXhieDY0bDQ0Rm5BRV9vbld4R3JiSjBrRmRUODBOdmc?oc=5,,2026-09-20T05:15:39Z,2026-09-20T12:57:13Z,live,india,,,,,,20260920T125631Z,live
gnews:5c21dea1f99552ea,gnews,Jagran,"IND W vs BAN W: नौ छक्के और 204 का स्ट्राइक रेट... शेफाली वर्मा ने जापान में की तोड़-फोड़, ठोका T20I करियर का पहला शतक - Jagran","IND W vs BAN W: नौ छक्के और 204 का स्ट्राइक रेट... शेफाली वर्मा ने जापान में की तोड़-फोड़, ठोका T20I करियर का पहला शतक &nbsp;&nbsp; Jagran",https://news.google.com/rss/articles/CBMiuwFBVV95cUxQYko5UDRzLWNpaXUwWXRDcnYzVk9BMGFWYlplazhMWVZxOVozcjl0NnNaVnE5OU9NdkNJOGxYUXF0UXMzaG9RNVZxMmZ3YjBLZ2FIUXNQaW1ZSXdUalZMcVBYbGYxQnFEYjAyQzlic2NMS1FkRzZYbUM1VnF5bUdGLUNhTjB4cjJrTEFxSGQwd09BU1hqdUJBekpsSHd1OElWalNPbE1hSnhLc0tmWjVGQjZBWnhjUzllekU0?oc=5,,2026-09-20T06:50:00Z,2026-09-20T12:57:13Z,live,india,,,,,,20260920T125631Z,live
gnews:8b1f3cbb90cb50d2,gnews,amarujala.com,"एशियन गेम्स: विप्रज को वरुण का रिप्लेसमेंट बनाने पर भड़के श्रीकांत, चयनकर्ताओं से पूछा- इस बदलाव का आधार क्या? - amarujala.com","एशियन गेम्स: विप्रज को वरुण का रिप्लेसमेंट बनाने पर भड़के श्रीकांत, चयनकर्ताओं से पूछा- इस बदलाव का आधार क्या? &nbsp;&nbsp; amarujala.com",https://news.google.com/rss/articles/CBMi4AFBVV95cUxNYWhVcm1jNnBzZ3h1ZjE3bTF3NEpyaGlFWVBucC00elNrZXBabEZjbEtKVjJMZF9pa0xVYjBhbmJaa0NGYkFyNkUtWnpXNVNvYWoxM2w0ZnoxNEJmWE41WmV1cXZTZmNUMEl4bENJU19tY3VJdU9nZldWOVFtU3dBWV96VTNZUGN2RlJEU1kxeTBFQmltTWVnRTd2VkFvckRmZGNCeWVybkktcGpSb2M5MjhlRkFJRXFXQTNwc0VVODE2aERuRGJiVW5qVHhkNmhBUmdveUFpOWExc2Yyblc0eNIB5gFBVV95cUxNWXhnVWZ3NmZWYnl1bWVvN1hCbmxza3pncFRYWjZ6aFhVTVAwamQwMTdJRzRpOTZybUhaaHRaSnMyT2NtWVN5UUREVndxQTJqYnVkcUFsSi1HeERFUm9jWjd3WHRfWl85TTZWdlhGYm1aVW5tYS1xTU9LYjJUOGdDNkt5WmY4N3Y0LUoyRzB1cmVqeHRpT3JiMkxpek1rMXJoZGk4T2ZLRWpnUkt1cENwOU91TlliZlp0NUtpY19xeVVkSm1iVW52UDNmZDB2MU9IbVBjY05wZ3dWdmRIbFZtamljVUJEdw?oc=5,,2026-09-20T03:30:52Z,2026-09-20T12:57:13Z,live,india,,,,,,20260920T125631Z,live
gnews:a973dd8cb0c457b1,gnews,ABP News,"2026 एशियन गेम्स में रविवार को 10 खेलों में हिस्सा लेंगे भारतीय खिलाड़ी, देखें संडे - ABP News","2026 एशियन गेम्स में रविवार को 10 खेलों में हिस्सा लेंगे भारतीय खिलाड़ी, देखें संडे &nbsp;&nbsp; ABP News",https://news.google.com/rss/articles/CBMi2gFBVV95cUxPSFJPOHF0d1F5dmFKVDRIRV9VWklEY0Z4Uk1MTmMweXVrcmhIQlpsTGNsNGQ4ZV96bFBXNTJXN3FtVmJXaEFhSVhvUTZ5WVVmMXJVTWxJSlVocmlrdXNzMVlFdjFUOTZ5VkprV0t1NzM3NmlZMGRrR1NWZENsa01xR1BJX3dzQV9PQm9NRXdObU04aGdTdHVzaWdxbU44akVRWnFVWGJTWFA4aER0cDFDclhjcEZxeGxRX3Q2WFRsZkhpaTJxSnpsbVZKYWV0N295ZG9jYzJJVUh0QdIB2gFBVV95cUxPSFJPOHF0d1F5dmFKVDRIRV9VWklEY0Z4Uk1MTmMweXVrcmhIQlpsTGNsNGQ4ZV96bFBXNTJXN3FtVmJXaEFhSVhvUTZ5WVVmMXJVTWxJSlVocmlrdXNzMVlFdjFUOTZ5VkprV0t1NzM3NmlZMGRrR1NWZENsa01xR1BJX3dzQV9PQm9NRXdObU04aGdTdHVzaWdxbU44akVRWnFVWGJTWFA4aER0cDFDclhjcEZxeGxRX3Q2WFRsZkhpaTJxSnpsbVZKYWV0N295ZG9jYzJJVUh0QQ?oc=5,,2026-09-19T16:22:02Z,2026-09-20T12:57:13Z,retro,india,,,,,,20260920T125631Z,live
gnews:68b73b9b7cba59af,gnews,Jansatta,"एशियन गेम्स 2026: भारतीय दल के सभी 496 खिलाड़ियों की सूची, देखें क्रिकेट, हॉकी, कुश्ती, मुक्केबाजी समेत पूरा स्क्वाड - Jansatta","एशियन गेम्स 2026: भारतीय दल के सभी 496 खिलाड़ियों की सूची, देखें क्रिकेट, हॉकी, कुश्ती, मुक्केबाजी समेत पूरा स्क्वाड &nbsp;&nbsp; Jansatta",https://news.google.com/rss/articles/CBMi5gFBVV95cUxOLXJTdVAtUGlxZ2MxVUp3OVFfSFd4bE1QUWVxVXRZYWFFaHN0OWdYVU90X1o3N2h1TFdWWXlOVWpVVEU1WWJuOFVpOE1MVEltX3pISGdiY3BxM2dJbHdfYUZqMHV1Tmw5dW5fR0ozbS1DaHptV3lENmZ3MGZFUG94NmJISGw5NWVueTZzNlRRTFNOZzZRa19NbDltcE9uTlMtSHFnQWFHN3dSTUZyOHZTTU15bU9EVjF2bHVvSnpIVU94ZVVXXzNNZ1FkSFU5RExNcTFUV3kzZkhMRmR2eldvMU9QbzUyQdIB7AFBVV95cUxQSTdaWG5jY1RaS2VnanNuN0tLNXBlb01JUXV2NGxub1p2Q1BLcFBjVEZtMVRnUHBsX2VkSDdYbEVvdXMtOWxNelNCSFV2bkVCWHlZYTE4U2RYMzRlN2UxaXBoeUxoSlRjckw4WlUyd2ZnWlpKVkdkZFQzMTdwYjBKWkYxa1d5UTF0UUpVT2RwYTFGWVMybmFDZEYwRHBOZGxwWnpJd2xLMTY4NGtJeG1lSmNhMlFlZklLbzB2N3hMMmltSHJJQm5hQkhEZVpDMXJZcUlKUVNxVDVoaUsxbGdtb3U5TmgyVlIzRFJtSA?oc=5,,2026-09-16T16:39:39Z,2026-09-20T12:57:13Z,retro,india,,,,,,20260920T125631Z,live
gnews:ad74a0d619b95a9a,gnews,ndtv.in,"एशियन गेम्स 2026: मनु भाकर, ज्योति सुरेखा से लेकर क्रिकेट टीम तक...एशियाड में भारत के टॉप-10 गोल्डन दावेदार - ndtv.in","एशियन गेम्स 2026: मनु भाकर, ज्योति सुरेखा से लेकर क्रिकेट टीम तक...एशियाड में भारत के टॉप-10 गोल्डन दावेदार &nbsp;&nbsp; ndtv.in",https://news.google.com/rss/articles/CBMi5wFBVV95cUxQZWg4cGxlVF9YRjhLNnd2RUtoSkJJQ2MwaC00Y1M4Qy1vNnRNTmxKTnZTZ1Zvd3R6OXVrQk5paHZWUmFMdkJUNDVWZTF5TkdGUjMtTTQ0NTBsR0ZqeXVUTzdRcDNURmhWaXpZZjNOU2w3ek04dWFUSDcxRmlJOXRmaTBfZTVlM1BKZ1JJN1Nsa3VOOE9OZk5McnF2aXdYc09mRG9kVndQS3ZTTFJIUlBYVkl3bnloUTZtMk1BbEU0V21nT3F3d24yUTBUcm1xUndPUmlwUjFfQk9zOVFBLTB5bk1KRDk4Uk0?oc=5,,2026-09-19T07:43:02Z,2026-09-20T12:57:13Z,retro,india,,,,,,20260920T125631Z,live
gnews:1b42da3cc6cd5785,gnews,Navbharat Times,"एशियन गेम्स की रवानगी से ठीक पहले किट विवाद में फंसी भारतीय मेंस क्रिकेट टीम, एक साथ कई परेशानी आई सामने - Navbharat Times","एशियन गेम्स की रवानगी से ठीक पहले किट विवाद में फंसी भारतीय मेंस क्रिकेट टीम, एक साथ कई परेशानी आई सामने &nbsp;&nbsp; Navbharat Times",https://news.google.com/rss/articles/CBMi9wFBVV95cUxQY2Y2QWVIV05GUlJMWDNnRmZlOXhCM1hqUnRnQzFBQWh4eDRHRXR2OFo4ZUxCSXN1QkhVQWt6aWRYNV9iQ3VqaVhpTHZTNmU2UnB2dlM0SGE3OWpLX1gwNzhvYzg4TjZYcFZialBLR3ZiTW5yMWx6SVl0U0RPVk9FbUcwS2lFUlpIYndsbGxpdjctemprRWtLdmxweWhHVU9JM1NrQS1ObXJ5eWdZRkx2R0QxeVNBRHB5dy0tS3V5djlLU1BRcWVXMmJNOFgxeVZhcVE4c0ZZVTlyd2FndDBIZFY1U3Jsd29jaXl2OVFDeEJkWTZlNXVN0gH8AUFVX3lxTFAySzJUbTE5OC1PdXFwaHc1ZnpiQTE4NWlzaGY1M1FkVFB4Q0E0RnJtYnZqaWluT2tMQ2pEaG5PX204R1BJeG9xZkhMaWQyMHpxck51OXlGVVBDNEJfZjgxQ0tYeTREZmZMbG5uY2xEQ2FPWVBJeHJrT0dCMm5wQ0ZyVVhCV1dSUUlERDZHRE5PeDJLMnE1V3RyVElPemR2MUM3dkxPbkZ1UE5FV2FjX3Ewa0p2OWl2TW9hMURFVDRRMVBaYmVib1gteklsczcweTBNMDczUE43UlhyWktOX3VxckZDcGhFaWxOc29UNWJEMHliWlptWUpPNXBqaw?oc=5,,2026-09-19T08:17:48Z,2026-09-20T12:57:13Z,retro,india,,,,,,20260920T125631Z,live
